S No,College_Code,College_Name,College_Type,Region,District,Place,COED,Affliate_Univ,ESTD,Branch,OC_BOYS,OC_GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,BC_A_BOYS,BC_A_GIRLS,BC_B_BOYS,BC_B_GIRLS,BC_C_BOYS,BC_C_GIRLS,BC_D_BOYS,BC_D_GIRLS,BC_E_BOYS,BC_E_GIRLS,OC_EWS_BOYS,OC_EWS_GIRLS,FEE
790,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",PVT,AU,VSP,"VISAKHAPATNA
M",COED,JNTUV,2002,CSC,21178,21178,79490,79490,131438,172627,32157,32157,26535,27198,154626,154626,22566,22566,56793,56793,23137,19845,52000
791,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",PVT,AU,VSP,"VISAKHAPATNA
M",COED,JNTUV,2002,CSD,17371,17371,79490,107555,67345,67345,19568,27367,23123,23123,17371,17371,20599,22732,48248,48248,21346,30504,52000
792,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",PVT,AU,VSP,"VISAKHAPATNA
M",COED,JNTUV,2002,CSE,11860,11860,44402,44402,124481,124481,16274,16274,20887,20887,12538,91361,13648,13648,50320,50320,16190,10943,52000
793,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",PVT,AU,VSP,"VISAKHAPATNA
M",COED,JNTUV,2002,ECE,24357,24357,104094,122862,169199,169199,39871,54461,37676,41161,131739,131739,36558,36558,98691,143751,33286,34018,52000
794,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",PVT,AU,VSP,"VISAKHAPATNA
M",COED,JNTUV,2002,ECM,26782,26782,146297,172802,142551,168806,52617,121345,85912,85912,26782,26782,41301,45934,54548,140440,52003,51378,52000
795,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",PVT,AU,VSP,"VISAKHAPATNA
M",COED,JNTUV,2002,EEE,58375,61318,167840,167840,64969,66863,103201,118661,122376,161591,91658,91658,72858,77429,104755,128033,84255,76428,52000
796,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",PVT,AU,VSP,"VISAKHAPATNA
M",COED,JNTUV,2002,INF,169131,169131,169131,169131,169131,169131,169131,169131,169131,169131,,169131,169131,169131,169131,169131,28184,33420,52000
797,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",PVT,AU,VSP,"VISAKHAPATNA
M",COED,JNTUV,2002,MEC,107872,168500,167970,168500,140598,168500,167032,168500,161284,168500,107872,168500,127034,168500,107872,168500,168084,114762,52000
798,VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",PVT,AU,VSP,"VISAKHAPATNA
M",COED,JNTUV,2008,CIV,127818,127818,127818,127818,171796,171796,127818,127818,127818,127818,127818,127818,127818,127818,127818,127818,,,35000
799,VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",PVT,AU,VSP,"VISAKHAPATNA
M",COED,JNTUV,2008,CSC,70394,70394,146297,146297,125300,125300,70394,91386,155008,155008,70394,70394,139119,148502,70394,160412,118556,122138,35000
800,VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",PVT,AU,VSP,"VISAKHAPATNA
M",COED,JNTUV,2008,CSD,169131,169163,169131,169163,173554,173554,169131,169163,169131,169163,,,169131,169163,169131,169163,137072,,35000
801,VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",PVT,AU,VSP,"VISAKHAPATNA
M",COED,JNTUV,2008,CSE,128542,128542,169836,173508,171003,171003,141267,150633,166876,166876,128542,128542,128542,142562,139427,139427,167781,140703,35000
802,VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",PVT,AU,VSP,"VISAKHAPATNA
M",COED,JNTUV,2008,CSM,49639,142091,129794,142091,49639,142091,135039,142091,137099,168146,49639,142091,145481,147829,150574,150574,155652,112104,35000
803,VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",PVT,AU,VSP,"VISAKHAPATNA
M",COED,JNTUV,2008,ECE,169131,169131,172865,172865,169131,169131,169131,169131,169131,169131,169131,169131,169131,169131,169163,169163,150507,169084,35000
804,VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",PVT,AU,VSP,"VISAKHAPATNA
M",COED,JNTUV,2008,EEE,169131,169163,173540,173540,173554,173554,169163,169163,169131,169163,,,169131,169163,169163,169163,,,35000
805,VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",PVT,AU,VSP,"VISAKHAPATNA
M",COED,JNTUV,2008,MEC,124940,124940,126337,126337,124940,172423,124940,124940,124940,124940,124940,124940,124940,124940,124940,124940,,,35000
806,WSTM,"WELLFARE INST OF SCIENCE TECH
AND MGMT",PVT,AU,VSP,PINAGADI,COED,AU,2009,CIV,100543,100543,146422,146422,100543,171846,100543,100543,168864,168864,100543,100543,100543,100543,100543,100543,,,35000
807,WSTM,"WELLFARE INST OF SCIENCE TECH
AND MGMT",PVT,AU,VSP,PINAGADI,COED,AU,2009,CSE,48158,51348,171242,171242,153398,171931,79376,82530,104002,104002,48158,51348,72012,72012,78100,122716,139745,77046,35000
808,WSTM,"WELLFARE INST OF SCIENCE TECH
AND MGMT",PVT,AU,VSP,PINAGADI,COED,AU,2009,ECE,90710,90710,121297,121297,126495,126495,109559,109559,166129,166129,90710,90710,112280,140322,132973,132973,143324,117788,35000
809,WSTM,"WELLFARE INST OF SCIENCE TECH
AND MGMT",PVT,AU,VSP,PINAGADI,COED,AU,2009,EEE,169131,169163,169131,169163,169131,169163,169131,169163,169131,169163,,,169131,169163,169163,169163,,,35000
810,WSTM,"WELLFARE INST OF SCIENCE TECH
AND MGMT",PVT,AU,VSP,PINAGADI,COED,AU,2009,MEC,167435,167435,167435,167435,167435,167435,167435,167435,167435,167435,167435,167435,167435,167435,167435,167435,57259,,35000
811,ARTB,"AVANTHIS RESEARCH AND
TECHNOLOGICAL ACADEMY",PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2008,CSC,102310,143199,159996,159996,138639,143199,139784,143199,135365,155188,107418,143199,141838,143363,155640,155640,,149378,39300
812,ARTB,"AVANTHIS RESEARCH AND
TECHNOLOGICAL ACADEMY",PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2008,CSE,56030,56030,134981,134981,77513,117251,119487,119487,159942,163789,56030,56030,92246,106536,107809,107809,161583,117668,39300
813,ARTB,"AVANTHIS RESEARCH AND
TECHNOLOGICAL ACADEMY",PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2008,CSM,101571,101571,169776,172018,131836,131836,165313,165313,151018,163991,101571,101571,128831,128831,133020,133020,148416,162274,39300
814,ARTB,"AVANTHIS RESEARCH AND
TECHNOLOGICAL ACADEMY",PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2008,ECE,149256,149256,151209,158203,149256,149256,154248,157328,149256,149256,149256,149256,161237,161237,164168,164168,126136,,39300
815,ARTB,"AVANTHIS RESEARCH AND
TECHNOLOGICAL ACADEMY",PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2008,EEE,169131,169163,173540,173558,173554,173554,169131,169163,169131,169163,,,169131,169163,169163,169163,,,39300
816,ARTB,"AVANTHIS RESEARCH AND
TECHNOLOGICAL ACADEMY",PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2008,MEC,169131,169163,173540,173558,173554,173554,169163,169163,169131,169163,,,169142,169163,169163,169163,,,39300
817,ASTC,"AVANTHIS ST THERESSA INSTITUTE
OF ENGG AND TECHNOLOGY",PVT,AU,VZM,CHEEPURUPALLI,COED,JNTUK,2001,CSE,99241,100706,172984,172984,173402,173402,168450,168450,144614,144614,99241,100706,118454,164677,136947,136947,155789,139415,41000
818,ASTC,"AVANTHIS ST THERESSA INSTITUTE
OF ENGG AND TECHNOLOGY",PVT,AU,VZM,CHEEPURUPALLI,COED,JNTUK,2001,CSM,138891,165193,163172,165193,140765,165193,138891,165193,151910,165193,152271,165193,164053,165193,159892,166686,62762,,41000
819,ASTC,"AVANTHIS ST THERESSA INSTITUTE
OF ENGG AND TECHNOLOGY",PVT,AU,VZM,CHEEPURUPALLI,COED,JNTUK,2001,ECE,134749,166573,160727,172509,153756,166573,168224,168224,165707,166573,134749,166573,162017,166573,163719,166573,128086,102230,41000
820,ASTC,"AVANTHIS ST THERESSA INSTITUTE
OF ENGG AND TECHNOLOGY",PVT,AU,VZM,CHEEPURUPALLI,COED,JNTUK,2001,EEE,169131,169163,173540,173558,169131,169163,169163,169163,169169,169169,,,169131,169163,169163,169163,,,41000
821,ASTC,"AVANTHIS ST THERESSA INSTITUTE
OF ENGG AND TECHNOLOGY",PVT,AU,VZM,CHEEPURUPALLI,COED,JNTUK,2001,MEC,147427,147427,147427,147427,151947,151947,147427,147427,147427,147427,147427,147427,147427,147427,147427,147427,,,41000
822,AVEV,"AVANTHI INST. OF ENGINEERING AND
TECHNOLOGY",PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2005,CSD,83765,83765,86659,86659,88604,88604,112214,118844,147945,147945,83765,83765,88788,88788,127841,127841,125802,130036,41500
823,AVEV,"AVANTHI INST. OF ENGINEERING AND
TECHNOLOGY",PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2005,CSE,60853,60853,171438,173059,114620,114620,84089,84089,95548,108124,60853,60853,62168,71403,166418,166418,118811,111333,41500
824,AVEV,"AVANTHI INST. OF ENGINEERING AND
TECHNOLOGY",PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2005,CSM,87777,87777,95843,154400,97136,97136,125161,125161,161491,163737,87777,88284,87777,87777,133635,133635,132828,162638,41500
825,AVEV,"AVANTHI INST. OF ENGINEERING AND
TECHNOLOGY",PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2005,ECE,66272,66272,90829,93853,95548,173134,104722,115925,147983,156675,66272,66272,98967,98967,108409,130158,143538,143031,41500
826,AVEV,"AVANTHI INST. OF ENGINEERING AND
TECHNOLOGY",PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2005,EEE,149399,149399,149399,163037,160798,162658,156210,156210,158651,158651,149399,149399,149399,163648,160059,160059,,,41500
827,AVEV,"AVANTHI INST. OF ENGINEERING AND
TECHNOLOGY",PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2005,MEC,163084,163084,163084,165775,163084,168637,168864,168864,163084,163084,163084,163084,163084,163084,163084,163084,,,41500
828,AVNP,AVANTHI INST. OF PHARM. SCI.,PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2005,PHD,169131,169163,173540,173558,173554,173554,169163,169163,169131,169163,,,169142,169163,169163,169163,,,47100
829,AVNP,AVANTHI INST. OF PHARM. SCI.,PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2005,PHM,102015,102015,102015,102015,102015,102015,102015,102015,102015,102015,102015,102015,102015,102015,102015,102015,,,65000
830,GGIB,GOKUL GROUP OF INSTITUTIONS,PVT,AU,VZM,BOBBILI,COED,JNTUV,2010,CSD,169131,169163,173540,173558,169131,169163,169163,169163,169169,169169,,,169142,169163,169163,169163,,,35000
831,GGIB,GOKUL GROUP OF INSTITUTIONS,PVT,AU,VZM,BOBBILI,COED,JNTUV,2010,CSE,169131,169131,169131,169131,169131,169131,169163,169163,169131,169131,,169131,169131,169131,169131,169131,,,35000
832,GGIB,GOKUL GROUP OF INSTITUTIONS,PVT,AU,VZM,BOBBILI,COED,JNTUV,2010,MEC,169131,169163,173540,173558,173554,173554,169163,169163,169169,169169,,,169131,169163,169163,169163,,,35000
833,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",UNIV,AU,VZM,VIZIANAGARAM,COED,JNTUV,2007,CIV,39695,39695,95393,170094,57281,57281,39695,54263,102953,102953,39695,39695,39695,56112,50013,109041,114683,60789,10000
834,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",UNIV,AU,VZM,VIZIANAGARAM,COED,JNTUV,2007,CSE,9602,9602,11676,12207,26358,26358,9602,9602,11508,11515,9602,29280,10286,10694,15258,52339,10553,15738,10000
835,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",UNIV,AU,VZM,VIZIANAGARAM,COED,JNTUV,2007,ECE,18386,21564,30646,30646,61061,61061,24448,24448,24272,24662,20400,55463,20970,21564,31172,31172,15458,46786,10000
836,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",UNIV,AU,VZM,VIZIANAGARAM,COED,JNTUV,2007,EEE,37905,37905,79332,112408,57571,70008,46162,71600,49394,49394,37905,37905,48494,51935,81403,114488,74180,133216,10000
837,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",UNIV,AU,VZM,VIZIANAGARAM,COED,JNTUV,2007,INF,19217,19217,32303,32303,38922,39126,31882,31882,19262,36379,19217,19217,21439,21439,31661,31661,23557,19914,10000
838,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",UNIV,AU,VZM,VIZIANAGARAM,COED,JNTUV,2007,MEC,29120,29120,100560,125043,63550,79143,67536,96913,97730,127096,29120,29120,61235,71959,29120,152642,134903,137014,10000
839,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",UNIV,AU,VZM,VIZIANAGARAM,COED,JNTUV,2007,MET,39176,115787,171588,171588,173197,173197,150917,165807,164078,164078,126337,126337,93101,115787,39176,115787,,,10000
840,LIET,"LENDI INST OF ENGG AND
TECHNOLOGY",PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,2008,CIT,32312,32312,172286,172286,32312,32332,68302,69796,51073,58553,32312,32312,36279,36279,66930,66930,39854,39725,35000
841,LIET,"LENDI INST OF ENGG AND
TECHNOLOGY",PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,2008,CSE,13904,16633,89044,90761,166057,166057,44727,44727,30699,63797,63820,97201,26700,28301,156439,159717,25947,24132,35000
842,LIET,"LENDI INST OF ENGG AND
TECHNOLOGY",PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,2008,CSS,27085,27085,123058,123058,35262,35262,57772,75326,55236,70920,27085,27085,38486,38486,74763,84089,46272,38637,35000
843,LIET,"LENDI INST OF ENGG AND
TECHNOLOGY",PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,2008,ECE,31597,40638,173333,173333,145462,145462,60044,75318,62287,74524,37470,40638,43573,45545,117465,117465,47949,53958,35000
844,LIET,"LENDI INST OF ENGG AND
TECHNOLOGY",PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,2008,EEE,75773,75773,77008,79526,75773,79705,95438,104206,131699,131699,75773,75773,78637,85060,105196,108434,149954,92863,35000
845,LIET,"LENDI INST OF ENGG AND
TECHNOLOGY",PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,2008,MEC,112938,139374,135703,152976,146337,146337,138413,168998,168927,168927,112938,142694,138295,168247,154313,167893,149059,141370,35000
846,MHRJ,MAHARAJAHS COLLEGE PHARMACY,PVT,AU,VZM,VIZIANAGARAM,COED,AU,2004,PHM,133718,133718,133718,133718,133718,133718,133718,133718,133718,133718,133718,133718,133718,133718,133718,133718,,,60000
847,MRCL,"MIRACLE EDNL SOC GROUP OF
INSTNS",PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2009,AID,104691,115641,170107,170107,104691,127792,132995,132995,136301,144490,104691,115641,115086,133243,111946,115641,101746,103837,35000
848,MRCL,"MIRACLE EDNL SOC GROUP OF
INSTNS",PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2009,CIV,169131,169163,169131,169163,169131,169163,169131,169163,169169,169169,,,169131,169163,169163,169163,,,35000
849,MRCL,"MIRACLE EDNL SOC GROUP OF
INSTNS",PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2009,CSE,78416,78416,169340,169340,111693,111693,121194,121194,156414,158391,93032,93032,111214,111214,139132,139132,147520,132087,35000
850,MRCL,"MIRACLE EDNL SOC GROUP OF
INSTNS",PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2009,ECE,107204,107204,124724,127151,107204,107204,152976,168563,134422,155069,107204,107204,128311,128311,161218,161218,166226,167454,35000
851,MRCL,"MIRACLE EDNL SOC GROUP OF
INSTNS",PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2009,EEE,169131,169131,173540,173540,173554,173554,169131,169131,169131,169131,,169131,169131,169131,169163,169163,,152692,35000
852,MRCL,"MIRACLE EDNL SOC GROUP OF
INSTNS",PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2009,MEC,132208,132208,171196,171196,136047,136047,167805,167805,132208,132208,132208,132208,155856,155856,132208,132208,,,35000
853,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,1997,CHE,88353,88353,106147,134252,107618,107618,109294,160835,119540,133248,88353,88353,88353,108527,88353,166277,,83224,67700
854,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,1997,CIC,17820,20408,25743,72232,28148,165488,43645,43645,33092,46566,26549,26549,28125,28125,98478,135406,21698,59103,67700
855,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,1997,CIT,18648,26885,144084,164949,173243,173243,27133,32447,45301,49839,18648,26885,30289,30289,40479,40479,23224,22808,67700
856,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,1997,CIV,72321,72321,163359,163359,83398,83398,85763,158025,147486,167371,72321,72321,72321,93785,72321,164201,148799,164906,67700
857,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,1997,CSD,169131,169131,169131,169131,169131,169131,169131,169131,169131,169131,,169131,169131,169131,169131,169131,19217,19465,67700
858,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,1997,CSE,13201,13536,55776,55776,63592,105496,15947,15947,16962,18714,18299,18299,14907,14907,33297,42078,13413,17118,67700
859,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,1997,CSM,13119,13119,139840,139840,100790,100790,20398,20398,26813,26813,13119,140896,20852,20852,13119,13119,17191,40891,67700
860,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,1997,ECE,11898,16966,107045,107045,148742,169342,36779,47718,46799,48398,11898,16966,28105,29358,135905,135905,54226,39725,67700
861,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,1997,EEE,169131,169131,169338,169338,172544,172544,169131,169131,169131,169131,169131,169131,169131,169131,169131,169131,73416,80935,67700
862,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,1997,INF,19657,19657,116819,123417,99824,167185,36570,36570,36413,55653,32927,32927,31651,31843,55848,55848,36944,57717,67700
863,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,1997,MEC,59204,112254,166226,166226,59204,114095,107959,158364,156618,156618,59204,112254,64997,115787,106312,155828,153588,135406,67700
864,SGVP,"SATYA INST OF TECHNOLOGY AND
MGMT",PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,2011,AID,33079,33079,169385,170850,66100,66100,96289,108518,158540,158540,82801,82801,84627,84627,33079,112408,109024,91143,45600
865,SGVP,"SATYA INST OF TECHNOLOGY AND
MGMT",PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,2011,CIV,143940,143940,161074,161074,143940,143940,148680,148680,157332,165721,143940,143940,155676,155676,143940,143940,,,45600
866,SGVP,"SATYA INST OF TECHNOLOGY AND
MGMT",PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,2011,CSE,57496,57496,167541,167541,147074,168846,94741,97632,88767,151685,57496,57496,57496,63686,89546,112168,83040,84137,45600
867,SGVP,"SATYA INST OF TECHNOLOGY AND
MGMT",PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,2011,ECE,69407,69407,98627,172502,74811,87748,97315,125236,115544,115544,69407,71928,81711,88291,118844,118844,128491,137571,45600
868,SGVP,"SATYA INST OF TECHNOLOGY AND
MGMT",PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,2011,EEE,133075,133075,133935,141573,134364,134364,156288,156288,165625,165625,133075,133075,146650,146650,133075,133075,92928,,45600
869,SGVP,"SATYA INST OF TECHNOLOGY AND
MGMT",PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,2011,MEC,100444,149378,159695,159695,128003,149378,132794,149618,160942,168784,156344,156344,163415,166371,159357,159357,135809,,45600
870,BVRM,"BHIMAVARAM INST. OF ENGG. AND
TECHNOLOGY",PVT,AU,WG,BHIMAVARAM,COED,JNTUK,2007,CSE,84280,142420,171914,173080,149256,149256,161392,161392,151910,151910,134572,142420,136450,152579,155720,155720,119154,156032,35000
871,BVRM,"BHIMAVARAM INST. OF ENGG. AND
TECHNOLOGY",PVT,AU,WG,BHIMAVARAM,COED,JNTUK,2007,CSM,156632,156632,158561,161171,156632,162387,167628,167628,161171,161171,156632,156632,162113,162113,156632,156632,168526,134804,35000
872,BVRM,"BHIMAVARAM INST. OF ENGG. AND
TECHNOLOGY",PVT,AU,WG,BHIMAVARAM,COED,JNTUK,2007,ECE,169131,169131,169131,169131,173554,173554,169131,169131,169131,169131,,169131,169131,169131,169163,169163,153412,,35000
873,CRRE,SIR C R R COLLEGE OF ENGINEERING,PVT,AU,WG,ELURU,COED,JNTUK,1989,AID,37405,47063,150246,155044,164865,172787,60031,60031,98161,143436,37405,47063,55198,62942,48312,48312,47962,35730,51200
874,CRRE,SIR C R R COLLEGE OF ENGINEERING,PVT,AU,WG,ELURU,COED,JNTUK,1989,CIV,110892,154806,171534,171534,110892,154806,110892,154806,110892,154806,110892,154806,163996,163996,110892,154806,,142692,51200
875,CRRE,SIR C R R COLLEGE OF ENGINEERING,PVT,AU,WG,ELURU,COED,JNTUK,1989,CSE,28497,28497,71446,71446,129486,146728,48745,49271,57405,70107,47580,47580,37086,39121,73249,87138,38400,47226,51200
876,CRRE,SIR C R R COLLEGE OF ENGINEERING,PVT,AU,WG,ELURU,COED,JNTUK,1989,CSM,35531,47889,147922,147922,152636,152636,120400,120400,49758,49758,153866,153866,36253,85341,91595,91595,45518,30542,51200
877,CRRE,SIR C R R COLLEGE OF ENGINEERING,PVT,AU,WG,ELURU,COED,JNTUK,1989,ECE,46070,61558,172208,172208,172228,172228,140473,140473,92604,121502,62994,65655,69023,75408,152592,152592,91175,98548,51200
878,CRRE,SIR C R R COLLEGE OF ENGINEERING,PVT,AU,WG,ELURU,COED,JNTUK,1989,EEE,153502,153502,172531,172915,153502,153502,153502,167079,153502,160322,153502,153502,153502,161402,153502,153502,159407,153133,51200
879,CRRE,SIR C R R COLLEGE OF ENGINEERING,PVT,AU,WG,ELURU,COED,JNTUK,1989,INF,42346,43060,122676,146728,142020,149461,75583,94146,102970,102970,42346,43060,56443,62431,139676,139676,53921,54241,51200
880,CRRE,SIR C R R COLLEGE OF ENGINEERING,PVT,AU,WG,ELURU,COED,JNTUK,1989,MEC,115641,115641,172693,172693,115641,160843,115641,115641,129252,129252,163415,163415,164243,164243,115641,115641,80283,,51200
881,CRRP,"SIR C.R.REDDY COLLEGE OF
PHARMACY",PVT,AU,WG,ELURU,COED,AU,2007,PHM,118813,118813,118813,118813,118813,118813,118813,118813,118813,118813,118813,118813,118813,118813,118813,118813,,,39700
882,DNRE,DNR COLLEGE OF ENGG AND TECH,PVT,AU,WG,BHIMAVARAM,COED,JNTUK,2010,AID,138301,138301,141311,141311,140685,140685,167526,167526,142091,167095,138301,138301,143509,143509,163444,163444,148308,129637,35000
883,DNRE,DNR COLLEGE OF ENGG AND TECH,PVT,AU,WG,BHIMAVARAM,COED,JNTUK,2010,CIV,63617,63617,163831,163831,63617,63617,63617,63617,63617,160931,63617,63617,63617,63617,63617,148371,,,35000
884,DNRE,DNR COLLEGE OF ENGG AND TECH,PVT,AU,WG,BHIMAVARAM,COED,JNTUK,2010,CSE,93853,121779,169333,169722,172110,172110,102310,161146,113734,146352,93853,121779,120063,121779,118094,121779,129952,127632,35000
885,DNRE,DNR COLLEGE OF ENGG AND TECH,PVT,AU,WG,BHIMAVARAM,COED,JNTUK,2010,CSM,132949,132949,136155,150553,142551,142551,156891,156891,162203,165954,132949,132949,153014,153014,166027,166027,134435,118965,35000
886,DNRE,DNR COLLEGE OF ENGG AND TECH,PVT,AU,WG,BHIMAVARAM,COED,JNTUK,2010,ECE,119526,164719,168784,168784,150900,164719,159845,164719,159283,164719,125569,164719,163311,165344,163464,164719,130976,130966,35000
887,DNRE,DNR COLLEGE OF ENGG AND TECH,PVT,AU,WG,BHIMAVARAM,COED,JNTUK,2010,EEE,169131,169163,169131,169163,169131,169163,169131,169163,169169,169169,,,169142,169163,169163,169163,,,35000
888,DNRE,DNR COLLEGE OF ENGG AND TECH,PVT,AU,WG,BHIMAVARAM,COED,JNTUK,2010,MEC,119201,119201,119201,119201,119201,119201,119201,119201,119201,119201,119201,119201,119201,152886,119201,119201,,,35000
889,ELRU,"ELURU COLLEGE OF ENGG AND
TECHNOLOGY",PVT,AU,WG,ELURU,COED,JNTUK,2008,AID,57772,57772,171926,171926,96285,96285,106560,147635,159185,159185,57772,57772,123577,123577,152953,156195,117265,88957,35000
890,ELRU,"ELURU COLLEGE OF ENGG AND
TECHNOLOGY",PVT,AU,WG,ELURU,COED,JNTUK,2008,CSD,112567,112567,172507,172507,114268,114268,158007,160496,144948,144948,112567,112567,135484,135484,168827,168827,116323,116078,35000
891,ELRU,"ELURU COLLEGE OF ENGG AND
TECHNOLOGY",PVT,AU,WG,ELURU,COED,JNTUK,2008,CSE,71483,71483,172746,172746,169464,171298,128499,128499,111150,111150,71483,71483,92219,92219,145894,145894,90376,95827,35000
892,ELRU,"ELURU COLLEGE OF ENGG AND
TECHNOLOGY",PVT,AU,WG,ELURU,COED,JNTUK,2008,ECE,126648,126648,172983,172983,136688,136688,168943,168943,163110,163110,165021,165021,144902,146102,160973,160973,153069,150704,35000
893,ELRU,"ELURU COLLEGE OF ENGG AND
TECHNOLOGY",PVT,AU,WG,ELURU,COED,JNTUK,2008,EEE,150246,150246,152915,152915,150246,150246,165950,166011,150246,150246,150246,150246,150246,160896,150246,150246,,,35000
894,ELRU,"ELURU COLLEGE OF ENGG AND
TECHNOLOGY",PVT,AU,WG,ELURU,COED,JNTUK,2008,MEC,165301,165301,165301,165301,165301,165301,165301,165301,165301,165301,165301,165301,165301,165301,165301,165301,,,35000
895,HITE,"HELAPURI INST OF TECH AND
SCIENCE",PVT,AU,WG,ELURU,COED,JNTUK,2009,CIV,169131,169131,173540,173540,173554,173554,169163,169163,169169,169169,,169131,169142,169142,169163,169163,,,35000
896,HITE,"HELAPURI INST OF TECH AND
SCIENCE",PVT,AU,WG,ELURU,COED,JNTUK,2009,CSE,130263,130263,169980,169980,160353,172574,170924,170924,172741,172741,130263,130263,173515,173515,145767,168886,125726,,35000
897,HITE,"HELAPURI INST OF TECH AND
SCIENCE",PVT,AU,WG,ELURU,COED,JNTUK,2009,ECE,104533,104533,172948,172948,173344,173344,135356,135356,121161,121161,104533,104533,104533,104533,171766,171766,,,35000
898,HITE,"HELAPURI INST OF TECH AND
SCIENCE",PVT,AU,WG,ELURU,COED,JNTUK,2009,MEC,87899,87899,87899,173152,87899,87899,87899,87899,87899,87899,87899,87899,87899,87899,87899,87899,,,35000
